2025-11-17 11:52:18,021 - INFO - batch_audio_translate_en_new.py:299 - 单独翻译结果已保存：C:\S2TT\Test_out\seed2_single_txt_results\多信道测试集-八爪鱼\大会议室多信道测试集_4m\ByteDance_1_dialogue_16K\en2zh-09-sport_audio_fanyi_seed2.txt
2025-11-17 11:52:18,024 - INFO - batch_audio_translate_en_new.py:186 - 已更新目录汇总文件：C:\S2TT\Test_out\seed2_txt\多信道测试集-八爪鱼\大会议室多信道测试集_4m\output_en2zh_seed2.txt
2025-11-17 11:52:18,024 - INFO - batch_audio_translate_en_new.py:186 - 已更新目录汇总文件：C:\S2TT\Test_out\seed2_txt\多信道测试集-八爪鱼\大会议室多信道测试集_4m\latency_stats_en2zh_seed2.txt
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:335 - 
【en2zh-09-sport_audio.wav 完整时延统计】
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:339 - 请求开始时间：2025-11-17 11:48:29
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:340 - ASR首字时延：10.407 秒
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:341 - ASR尾字时延：-0.449 秒
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:342 - 翻译首字时延：10.21 秒
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:343 - 翻译尾字时延：0.096 秒
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:344 - 耳口差时延：11.436 秒
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:345 - TTS尾字时延：0.31 秒
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:388 - ===== 第 29/30 个文件 en2zh-09-sport_audio.wav 处理完成！=====
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:268 - 
===== 处理第 30/30 个文件（目录内第 10/10 个）：en2zh-10-art_audio.wav =====
2025-11-17 11:52:18,049 - INFO - ast_demo_en.py:241 - 成功读取音频：en2zh-10-art_audio.wav，共2648个分片
2025-11-17 11:52:18,216 - INFO - ast_demo_en.py:255 - 连接API成功（log_id=20251117115218EBFC3591B5263B0C28A1）
2025-11-17 11:52:18,376 - INFO - ast_demo_en.py:283 - 会话启动成功（session_id=6f0cee8e-54e9-4da1-87b9-d3c73de45f09）
2025-11-17 11:52:18,376 - INFO - ast_demo_en.py:301 - 开始发送音频分片，请求开始时间：1763351538.376460
2025-11-17 11:52:29,023 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=1）：ASR分片=..., 翻译分片=法国..., 音频长度=0
2025-11-24 11:27:01,149 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=17）：ASR分片=We can avoid so many awkward f..., 翻译分片=..., 音频长度=0
2025-11-24 11:27:01,150 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=17）：ASR分片=..., 翻译分片=很多..., 音频长度=0
2025-11-24 11:27:01,199 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=17）：ASR分片=..., 翻译分片=尴尬..., 音频长度=0
2025-11-24 11:27:01,233 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:01,245 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=17）：ASR分片=..., 翻译分片=的..., 音频长度=0
2025-11-24 11:27:01,296 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=17）：ASR分片=..., 翻译分片=初次..., 音频长度=0
2025-11-24 11:27:01,349 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:01,350 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=17）：ASR分片=..., 翻译分片=约会..., 音频长度=0
2025-11-24 11:27:01,394 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=17）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 11:27:01,470 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:01,611 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:01,726 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:01,835 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:01,948 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:02,103 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:02,208 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:02,285 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:02,306 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=1884
2025-11-24 11:27:03,800 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=18）：ASR分片=..., 翻译分片=哈哈哈..., 音频长度=0
2025-11-24 11:27:03,857 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=18）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 11:27:03,900 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=18）：ASR分片=哈哈哈哈。..., 翻译分片=..., 音频长度=0
2025-11-24 11:27:04,878 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=18）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:04,902 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=18）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:04,932 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=18）：ASR分片=..., 翻译分片=..., 音频长度=8192
2025-11-24 11:27:04,932 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=18）：ASR分片=..., 翻译分片=..., 音频长度=1756
2025-11-24 11:27:06,602 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=19）：ASR分片=..., 翻译分片=比如..., 音频长度=0
2025-11-24 11:27:06,652 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=19）：ASR分片=..., 翻译分片=王..., 音频长度=0
2025-11-24 11:27:06,701 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=19）：ASR分片=..., 翻译分片=同学..., 音频长度=0
2025-11-24 11:27:06,751 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=19）：ASR分片=..., 翻译分片=，..., 音频长度=0
2025-11-24 11:27:06,755 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=19）：ASR分片=Like, random wang...., 翻译分片=..., 音频长度=0
2025-11-24 11:27:08,021 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=19）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:08,083 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=19）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:08,139 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=19）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:08,206 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=19）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:08,248 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=19）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:08,249 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=19）：ASR分片=..., 翻译分片=..., 音频长度=1750
2025-11-24 11:27:09,279 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=20）：ASR分片=..., 翻译分片=给..., 音频长度=0
2025-11-24 11:27:09,333 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=20）：ASR分片=..., 翻译分片=了..., 音频长度=0
2025-11-24 11:27:09,385 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=20）：ASR分片=..., 翻译分片=他..., 音频长度=0
2025-11-24 11:27:09,431 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=20）：ASR分片=Three and half stars...., 翻译分片=..., 音频长度=0
2025-11-24 11:27:09,433 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=20）：ASR分片=..., 翻译分片=三颗..., 音频长度=0
2025-11-24 11:27:09,483 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=20）：ASR分片=..., 翻译分片=星..., 音频长度=0
2025-11-24 11:27:09,537 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=20）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 11:27:09,878 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=20）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:09,929 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=20）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:09,960 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=20）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:10,086 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=20）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:10,123 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=20）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:10,123 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=20）：ASR分片=..., 翻译分片=..., 音频长度=1760
2025-11-24 11:27:11,336 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=21）：ASR分片=..., 翻译分片=哈哈哈..., 音频长度=0
2025-11-24 11:27:11,397 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=21）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 11:27:11,725 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=21）：ASR分片=哈哈哈哈。..., 翻译分片=..., 音频长度=0
2025-11-24 11:27:11,960 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=21）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:12,006 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=21）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:12,071 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=21）：ASR分片=..., 翻译分片=..., 音频长度=8192
2025-11-24 11:27:12,071 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=21）：ASR分片=..., 翻译分片=..., 音频长度=1480
2025-11-24 11:27:14,148 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=22）：ASR分片=..., 翻译分片=这..., 音频长度=0
2025-11-24 11:27:14,199 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=22）：ASR分片=..., 翻译分片=是..., 音频长度=0
2025-11-24 11:27:14,248 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=22）：ASR分片=..., 翻译分片=中国人..., 音频长度=0
2025-11-24 11:27:14,302 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=22）：ASR分片=..., 翻译分片=没想到..., 音频长度=0
2025-11-24 11:27:14,353 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=22）：ASR分片=..., 翻译分片=的..., 音频长度=0
2025-11-24 11:27:14,402 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=22）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 11:27:14,496 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=22）：ASR分片=Less Chinese than I expected...., 翻译分片=..., 音频长度=0
2025-11-24 11:27:15,676 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=22）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:15,726 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=22）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:15,766 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=22）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:15,806 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=22）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:15,845 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=22）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:15,893 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=22）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:15,937 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=22）：ASR分片=..., 翻译分片=..., 音频长度=10240
2025-11-24 11:27:15,938 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=22）：ASR分片=..., 翻译分片=..., 音频长度=500
2025-11-24 11:27:19,059 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=23）：ASR分片=..., 翻译分片=哈哈哈..., 音频长度=0
2025-11-24 11:27:19,111 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=23）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 11:27:19,359 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=23）：ASR分片=哈哈哈哈哈哈。..., 翻译分片=..., 音频长度=0
2025-11-24 11:27:19,661 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=23）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:19,741 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=23）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:19,845 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=23）：ASR分片=..., 翻译分片=..., 音频长度=8192
2025-11-24 11:27:19,846 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=23）：ASR分片=..., 翻译分片=..., 音频长度=1636
2025-11-24 11:27:30,605 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=24）：ASR分片=..., 翻译分片=欢迎..., 音频长度=0
2025-11-24 11:27:30,672 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=24）：ASR分片=..., 翻译分片=新来..., 音频长度=0
2025-11-24 11:27:30,734 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=24）：ASR分片=..., 翻译分片=的..., 音频长度=0
2025-11-24 11:27:30,776 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=24）：ASR分片=Lance now I act...., 翻译分片=..., 音频长度=0
2025-11-24 11:27:30,798 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=24）：ASR分片=..., 翻译分片=朋友..., 音频长度=0
2025-11-24 11:27:30,865 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=24）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 11:27:31,325 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=24）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:31,371 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=24）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:31,394 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=24）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:31,429 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=24）：ASR分片=..., 翻译分片=..., 音频长度=10240
2025-11-24 11:27:31,429 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=24）：ASR分片=..., 翻译分片=..., 音频长度=342
2025-11-24 11:27:33,409 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=25）：ASR分片=..., 翻译分片=虽然..., 音频长度=0
2025-11-24 11:27:33,477 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=25）：ASR分片=..., 翻译分片=有点..., 音频长度=0
2025-11-24 11:27:33,539 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=25）：ASR分片=It's awkward, but totally acce..., 翻译分片=..., 音频长度=0
2025-11-24 11:27:33,550 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=25）：ASR分片=..., 翻译分片=尴尬..., 音频长度=0
2025-11-24 11:27:33,619 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=25）：ASR分片=..., 翻译分片=，但..., 音频长度=0
2025-11-24 11:27:33,691 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=25）：ASR分片=..., 翻译分片=完全..., 音频长度=0
2025-11-24 11:27:33,762 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=25）：ASR分片=..., 翻译分片=可以..., 音频长度=0
2025-11-24 11:27:33,836 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=25）：ASR分片=..., 翻译分片=接受..., 音频长度=0
2025-11-24 11:27:33,897 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=25）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 11:27:34,322 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=25）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:34,371 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=25）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:34,402 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=25）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:34,458 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=25）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:34,500 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=25）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:34,582 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=25）：ASR分片=..., 翻译分片=..., 音频长度=8192
2025-11-24 11:27:34,582 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=25）：ASR分片=..., 翻译分片=..., 音频长度=480
2025-11-24 11:27:36,205 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=26）：ASR分片=..., 翻译分片=哈哈..., 音频长度=0
2025-11-24 11:27:36,271 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=26）：ASR分片=..., 翻译分片=哈哈..., 音频长度=0
2025-11-24 11:27:36,311 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=26）：ASR分片=哈哈哈。..., 翻译分片=..., 音频长度=0
2025-11-24 11:27:36,334 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=26）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 11:27:37,051 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=26）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:37,107 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=26）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:37,154 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=26）：ASR分片=..., 翻译分片=..., 音频长度=2048
2025-11-24 11:27:37,154 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=26）：ASR分片=..., 翻译分片=..., 音频长度=1528
2025-11-24 11:27:38,276 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=27）：ASR分片=..., 翻译分片=詹姆斯..., 音频长度=0
2025-11-24 11:27:38,343 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=27）：ASR分片=..., 翻译分片=·..., 音频长度=0
2025-11-24 11:27:38,384 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=27）：ASR分片=James Howell...., 翻译分片=..., 音频长度=0
2025-11-24 11:27:38,413 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=27）：ASR分片=..., 翻译分片=霍华德..., 音频长度=0
2025-11-24 11:27:38,470 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=27）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 11:27:39,120 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=27）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:39,191 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=27）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:39,245 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=27）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:39,288 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=27）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:39,339 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=27）：ASR分片=..., 翻译分片=..., 音频长度=4096
2025-11-24 11:27:39,340 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=27）：ASR分片=..., 翻译分片=..., 音频长度=366
2025-11-24 11:27:40,334 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=28）：ASR分片=..., 翻译分片=两..., 音频长度=0
2025-11-24 11:27:40,399 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=28）：ASR分片=..., 翻译分片=星..., 音频长度=0
2025-11-24 11:27:40,465 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=28）：ASR分片=Two stars...., 翻译分片=..., 音频长度=0
2025-11-24 11:27:40,467 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=28）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 11:27:41,327 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=28）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:41,388 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=28）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:41,419 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=28）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:41,492 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=28）：ASR分片=..., 翻译分片=..., 音频长度=4096
2025-11-24 11:27:41,492 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=28）：ASR分片=..., 翻译分片=..., 音频长度=582
2025-11-24 11:27:43,847 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=29）：ASR分片=..., 翻译分片=真..., 音频长度=0
2025-11-24 11:27:43,894 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=29）：ASR分片=..., 翻译分片=可惜..., 音频长度=0
2025-11-24 11:27:43,943 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=29）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 11:27:44,105 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=29）：ASR分片=把门儿。哈哈哈哈哈哈。..., 翻译分片=..., 音频长度=0
2025-11-24 11:27:44,584 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=29）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:44,639 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=29）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:44,699 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=29）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:44,745 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=29）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:44,786 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=29）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:44,831 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=29）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:44,872 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=29）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:44,929 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=29）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:44,986 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=29）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:45,127 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=29）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:45,296 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=29）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:45,371 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=29）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 11:27:45,371 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=29）：ASR分片=..., 翻译分片=..., 音频长度=442
2025-11-24 11:27:51,405 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=30）：ASR分片=..., 翻译分片=非常..., 音频长度=0
2025-11-24 11:27:51,463 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=30）：ASR分片=..., 翻译分片=可爱..., 音频长度=0
2025-11-24 11:27:51,510 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=30）：ASR分片=..., 翻译分片=，但..., 音频长度=0
2025-11-24 11:27:51,558 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=30）：ASR分片=..., 翻译分片=妈妈..., 音频长度=0
2025-11-24 11:27:51,607 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=30）：ASR分片=..., 翻译分片=有..., 音频长度=0
2025-11-24 11:27:51,644 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=30）：ASR分片=Super cute, but alcohol proble..., 翻译分片=..., 音频长度=0
2025-11-24 11:27:51,656 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=30）：ASR分片=..., 翻译分片=酗酒..., 音频长度=0
2025-11-24 11:27:51,705 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=30）：ASR分片=..., 翻译分片=问题..., 音频长度=0
2025-11-24 11:27:51,754 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=30）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 11:27:51,983 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=30）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 11:27:52,020 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=30）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 11:27:52,060 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=30）：ASR分片=..., 翻译分片=..., 音频长度=12288
